Credibility Code,Sample Size Code,Precision Code,Abundance Code,Significance,AOU,Region,Species,Region Name,Model,N Routes,Trend,2.5%CI,97.5%CI,Relative Abundance,Years
,,,,,1400,A06,Blue-winged Teal,Boreal Taiga Plains (core),Dh,94,0.265,-2.572,2.719,2.607,1968-2023
R,R,R,R,,1400,S08,Blue-winged Teal,Boreal Softwood Shield,Dh,3,0.558,-5.084,6.219,0.041,1977-2023
R,,,R,2,1400,S09,Blue-winged Teal,Great Basin,Dh,81,-2.341,-4.543,-0.329,0.084,1968-2023
R,,,R,,1400,S10,Blue-winged Teal,Northern Rockies,Dh,103,-1.726,-3.966,0.353,0.089,1968-2023
,,,,,1400,S11,Blue-winged Teal,Prairie Potholes,Dh,323,0.36,-0.707,1.346,18.497,1967-2023
R,,,R,2,1400,S12,Blue-winged Teal,Boreal Hardwood Transition,Dh,101,-3.212,-5.249,-1.26,0.068,1966-2023
R,,,R,2,1400,S13,Blue-winged Teal,Lower Great Lakes/St. Lawrence Plain,Dh,87,-4.121,-6.342,-2.031,0.045,1966-2023
R,,,R,2,1400,S14,Blue-winged Teal,Atlantic Northern Forest,Dh,31,-2.649,-5.286,-0.413,0.037,1966-2023
R,,Y,R,,1400,S16,Blue-winged Teal,Southern Rockies/Colorado Plateau,Dh,30,-1.516,-4.896,1.836,0.025,1968-2023
Y,,,Y,,1400,S17,Blue-winged Teal,Badlands and Prairies,Dh,89,-1.459,-2.887,0.006,0.976,1967-2023
Y,,,Y,,1400,S18,Blue-winged Teal,Shortgrass Prairie,Dh,72,1.18,-1.605,4.012,0.378,1967-2023
Y,,,Y,,1400,S19,Blue-winged Teal,Central Mixed Grass Prairie,Dh,73,0.877,-1.008,2.781,0.304,1967-2023
R,Y,Y,R,,1400,S21,Blue-winged Teal,Oaks and Prairies,Dh,11,-1.82,-6.574,2.279,0.021,1967-2023
R,,,R,,1400,S22,Blue-winged Teal,Eastern Tallgrass Prairie,Dh,80,-1.71,-4.371,0.392,0.036,1966-2023
Y,,,Y,2,1400,S23,Blue-winged Teal,Prairie Hardwood Transition,Dh,99,-4.377,-6.516,-2.521,0.512,1966-2023
R,Y,Y,R,,1400,S24,Blue-winged Teal,Central Hardwoods,Dh,6,-3.515,-8.256,0.918,0.003,1967-2023
R,Y,R,R,,1400,S26,Blue-winged Teal,Mississippi Alluvial Valley,Dh,7,-0.993,-6.112,4.296,0.028,1967-2023
R,Y,Y,R,,1400,S28,Blue-winged Teal,Appalachian Mountains,Dh,9,-2.618,-7.546,1.852,0.002,1966-2023
R,Y,Y,R,,1400,S30,Blue-winged Teal,New England/mid-Atlantic Coast,Dh,6,-2.944,-7.669,2.054,0.004,1966-2023
R,R,R,R,,1400,S32,Blue-winged Teal,Coastal California,Dh,4,-1.394,-7.282,4.427,0.002,1968-2023
R,R,R,R,,1400,S35,Blue-winged Teal,Chihuahuan Desert,Dh,3,-1.311,-8.409,4.412,0.017,1968-2023
R,Y,R,R,,1400,S36,Blue-winged Teal,Tamaulipan Brushlands,Dh,9,2.663,-2.512,8.178,0.038,1967-2023
Y,,Y,Y,,1400,S37,Blue-winged Teal,Gulf Coastal Prairie,Dh,22,0.51,-2.796,3.583,0.176,1967-2023
,,,,,1400,ALB,Blue-winged Teal,Alberta,Dh,147,-0.43,-2.047,1.188,5.087,1969-2023
R,Y,R,R,,1400,ARK,Blue-winged Teal,Arkansas,Dh,7,-0.993,-6.112,4.296,0.028,1967-2023
R,,Y,R,,1400,BC,Blue-winged Teal,British Columbia,Dh,42,-1.396,-4.684,1.648,0.058,1968-2023
R,,Y,R,,1400,CAL,Blue-winged Teal,California,Dh,17,-1.055,-4.332,2.22,0.013,1968-2023
Y,,,Y,,1400,COL,Blue-winged Teal,Colorado,Dh,59,0.741,-1.972,3.583,0.11,1968-2023
R,R,R,R,,1400,DEL,Blue-winged Teal,Delaware,Dh,3,-2.553,-8.991,4.492,0.008,1966-2023
R,,,R,,1400,IA,Blue-winged Teal,Iowa,Dh,25,-0.406,-3.109,2.365,0.088,1967-2023
R,,Y,R,2,1400,IDA,Blue-winged Teal,Idaho,Dh,22,-3.152,-6.246,-0.024,0.042,1968-2023
R,,Y,R,2,1400,ILL,Blue-winged Teal,Illinois,Dh,32,-4.461,-7.711,-1.167,0.011,1966-2023
R,,Y,R,,1400,IND,Blue-winged Teal,Indiana,Dh,17,-1.049,-4.614,2.444,0.034,1966-2023
Y,,,Y,,1400,KAN,Blue-winged Teal,Kansas,Dh,35,-0.213,-2.937,2.536,0.129,1967-2023
R,Y,Y,R,,1400,LA,Blue-winged Teal,Louisiana,Dh,12,-0.281,-4.633,3.944,0.097,1967-2023
,,,,,1400,MAN,Blue-winged Teal,Manitoba,Dh,66,-0.213,-1.972,1.57,2.192,1967-2023
R,R,R,R,,1400,MD,Blue-winged Teal,Maryland,Dh,3,-3.974,-12.812,1.446,0.001,1966-2023
R,R,R,R,,1400,ME,Blue-winged Teal,Maine,Dh,4,-1.842,-9.326,4.661,0.002,1966-2023
R,,Y,R,2,1400,MIC,Blue-winged Teal,Michigan,Dh,43,-6.174,-9.953,-2.63,0.012,1966-2023
,,,,2,1400,MIN,Blue-winged Teal,Minnesota,Dh,69,-3.227,-4.919,-1.672,1.15,1967-2023
R,Y,Y,R,,1400,MO,Blue-winged Teal,Missouri,Dh,8,-3.31,-8.089,1.255,0.003,1967-2023
Y,,,Y,,1400,MON,Blue-winged Teal,Montana,Dh,66,-0.471,-2.554,1.459,0.629,1968-2023
R,Y,Y,R,2,1400,NB,Blue-winged Teal,New Brunswick,Dh,13,-3.472,-6.69,-0.648,0.036,1966-2023
,,,,,1400,ND,Blue-winged Teal,North Dakota,Dh,50,0.835,-0.645,2.311,23.994,1967-2023
Y,,,Y,,1400,NEB,Blue-winged Teal,Nebraska,Dh,47,1.156,-1.18,3.62,0.598,1967-2023
R,Y,R,R,,1400,NM,Blue-winged Teal,New Mexico,Dh,6,-0.794,-6.275,3.949,0.016,1968-2023
R,Y,Y,R,,1400,NS,Blue-winged Teal,Nova Scotia,Dh,6,1.285,-2.765,5.986,0.081,1966-2023
R,,Y,R,2,1400,NY,Blue-winged Teal,New York,Dh,25,-4.956,-8.553,-1.421,0.006,1966-2023
R,,Y,R,,1400,OHI,Blue-winged Teal,Ohio,Dh,14,-2.907,-6.443,0.728,0.011,1966-2023
R,,Y,R,,1400,OKL,Blue-winged Teal,Oklahoma,Dh,20,1.518,-2.121,5.197,0.078,1967-2023
R,,,R,2,1400,ONT,Blue-winged Teal,Ontario,Dh,79,-2.793,-5.231,-0.193,0.053,1967-2023
R,,Y,R,2,1400,ORE,Blue-winged Teal,Oregon,Dh,21,-3.868,-7.266,-0.399,0.032,1968-2023
R,Y,Y,R,,1400,PA,Blue-winged Teal,Pennsylvania,Dh,7,-2.923,-7.496,1.471,0.002,1966-2023
R,R,R,Y,,1400,PEI,Blue-winged Teal,Prince Edward Island,Dh,4,-4.74,-10.356,0.205,0.155,1966-2023
R,,Y,R,2,1400,QUE,Blue-winged Teal,Quebec,Dh,17,-3.662,-7.617,-0.166,0.014,1966-2023
,,,,,1400,SAS,Blue-winged Teal,Saskatchewan,Dh,103,0.886,-1.024,2.731,14.103,1968-2023
,,,,,1400,SD,Blue-winged Teal,South Dakota,Dh,44,-1.037,-2.727,0.681,17.229,1967-2023
Y,,Y,Y,,1400,TEX,Blue-winged Teal,Texas,Dh,52,1.272,-2.05,4.666,0.192,1967-2023
R,Y,R,R,,1400,UT,Blue-winged Teal,Utah,Dh,9,-0.328,-6.077,5.01,0.041,1968-2023
R,R,R,R,,1400,VT,Blue-winged Teal,Vermont,Dh,3,-2.06,-8.467,3.542,0.051,1966-2023
R,,Y,R,,1400,WAS,Blue-winged Teal,Washington,Dh,37,-1.872,-5.303,1.263,0.062,1968-2023
Y,,,Y,2,1400,WIS,Blue-winged Teal,Wisconsin,Dh,64,-3.821,-5.79,-2.004,0.19,1966-2023
Y,,,Y,,1400,WYO,Blue-winged Teal,Wyoming,Dh,64,-0.033,-2.561,2.865,0.158,1968-2023
,,,,,1400,CA1,Blue-winged Teal,Canada (core),Dh,477,0.238,-1.37,1.681,3.633,1966-2023
,,,,,1400,US1,Blue-winged Teal,United States (core),Dh,885,-0.149,-1.268,0.853,1.738,1966-2023
,,,,,1400,SU1,Blue-winged Teal,Survey-wide (core),Dh,1362,0.036,-1.03,0.929,2.442,1966-2023
R,,,R,,1410,A05,Cinnamon Teal,Northern Pacific Rainforest (core),D,21,-0.615,-3.244,1.778,0.064,1968-2023
R,R,R,R,,1410,A06,Cinnamon Teal,Boreal Taiga Plains (core),D,4,-0.317,-6.063,5.049,0.012,1969-2023
,,,,2,1410,S09,Cinnamon Teal,Great Basin,D,140,-1.793,-3.15,-0.577,1.22,1968-2023
Y,,,Y,,1410,S10,Cinnamon Teal,Northern Rockies,D,103,-0.915,-2.695,0.697,0.215,1968-2023
Y,,,Y,,1410,S11,Cinnamon Teal,Prairie Potholes,D,79,1.4,-0.97,3.671,0.217,1967-2023
R,Y,R,R,,1410,S15,Cinnamon Teal,Sierra Nevada,D,5,-2.844,-8.456,1.633,0.021,1968-2023
Y,,,Y,,1410,S16,Cinnamon Teal,Southern Rockies/Colorado Plateau,D,54,0.708,-1.581,3.097,0.392,1968-2023
Y,,Y,Y,1,1410,S17,Cinnamon Teal,Badlands and Prairies,D,20,3.575,0.227,7.339,0.144,1968-2023
Y,,,Y,,1410,S18,Cinnamon Teal,Shortgrass Prairie,D,23,-1.28,-4.025,1.267,0.16,1967-2023
Y,,,Y,2,1410,S32,Cinnamon Teal,Coastal California,D,50,-3.631,-6.352,-0.922,0.411,1968-2023
R,,Y,R,,1410,S33,Cinnamon Teal,Sonoran and Mojave Deserts,D,15,0.234,-3.138,3.886,0.1,1968-2023
R,R,Y,Y,,1410,S34,Cinnamon Teal,Sierra Madre Occidental,D,3,-2.806,-6.869,1.413,0.234,1968-2023
R,R,R,R,,1410,S35,Cinnamon Teal,Chihuahuan Desert,D,4,-2.844,-9.005,2.351,0.09,1968-2023
Y,,,Y,1,1410,ALB,Cinnamon Teal,Alberta,D,59,2.664,0.161,5.529,0.151,1969-2023
Y,Y,Y,Y,,1410,ARI,Cinnamon Teal,Arizona,D,10,-1.997,-5.582,1.43,0.2,1968-2023
Y,,Y,Y,,1410,BC,Cinnamon Teal,British Columbia,D,20,-1.302,-4.805,1.955,0.146,1968-2023
Y,,,Y,,1410,CAL,Cinnamon Teal,California,D,83,-1.645,-3.704,0.202,0.683,1968-2023
Y,,,Y,,1410,COL,Cinnamon Teal,Colorado,D,44,-0.609,-2.948,1.744,0.334,1968-2023
Y,,,Y,,1410,IDA,Cinnamon Teal,Idaho,D,34,-2.061,-4.594,0.281,0.84,1968-2023
Y,,,Y,,1410,MON,Cinnamon Teal,Montana,D,41,1.24,-0.944,3.462,0.278,1968-2023
R,R,R,R,,1410,ND,Cinnamon Teal,North Dakota,D,3,-0.991,-6.774,3.965,0.011,1967-2023
Y,,,Y,,1410,NEV,Cinnamon Teal,Nevada,D,20,-1.092,-3.861,1.52,0.941,1968-2023
Y,Y,Y,Y,,1410,NM,Cinnamon Teal,New Mexico,D,11,-0.414,-4.387,3.496,0.165,1968-2023
Y,,,Y,2,1410,ORE,Cinnamon Teal,Oregon,D,50,-3.867,-5.985,-1.797,0.587,1968-2023
R,Y,Y,R,,1410,SAS,Cinnamon Teal,Saskatchewan,D,10,1.174,-2.796,5.777,0.052,1968-2023
Y,Y,Y,Y,,1410,TEX,Cinnamon Teal,Texas,D,8,-0.454,-4.233,3.482,0.215,1967-2023
Y,,,Y,,1410,UT,Cinnamon Teal,Utah,D,34,0.966,-1.771,4.036,0.79,1968-2023
Y,,,Y,,1410,WAS,Cinnamon Teal,Washington,D,40,-0.188,-2.973,2.606,0.238,1968-2023
Y,,,Y,,1410,WYO,Cinnamon Teal,Wyoming,D,54,0.252,-2.631,3.345,0.243,1968-2023
Y,,,Y,,1410,CA1,Cinnamon Teal,Canada (core),D,89,0.579,-1.715,2.632,0.137,1968-2023
Y,,,Y,2,1410,US1,Cinnamon Teal,United States (core),D,432,-1.409,-2.552,-0.438,0.478,1967-2023
Y,,,Y,2,1410,SU1,Cinnamon Teal,Survey-wide (core),D,521,-1.291,-2.394,-0.362,0.38,1967-2023
R,,R,Y,,1420,A04,Northern Shoveler,Northwestern Interior Forest (core),Dh,25,-0.741,-6.377,4.669,0.836,1968-2023
R,Y,R,R,,1420,A05,Northern Shoveler,Northern Pacific Rainforest (core),Dh,8,-0.891,-6.312,4.062,0.02,1968-2023
,,,,,1420,A06,Northern Shoveler,Boreal Taiga Plains (core),Dh,70,0.616,-2.135,2.852,1.799,1968-2023
Y,,,Y,,1420,S09,Northern Shoveler,Great Basin,Dh,85,1.172,-0.965,4.08,0.268,1968-2023
R,,Y,R,,1420,S10,Northern Shoveler,Northern Rockies,Dh,69,-0.998,-4.917,1.364,0.082,1968-2023
,,,,,1420,S11,Northern Shoveler,Prairie Potholes,Dh,303,0.795,-0.906,2.352,11.69,1967-2023
R,Y,Y,R,,1420,S12,Northern Shoveler,Boreal Hardwood Transition,Dh,11,0.133,-4.651,4.205,0.018,1967-2023
R,Y,R,R,,1420,S13,Northern Shoveler,Lower Great Lakes/St. Lawrence Plain,Dh,6,0.625,-4.151,6.208,0.004,1966-2023
R,R,R,R,,1420,S14,Northern Shoveler,Atlantic Northern Forest,Dh,3,3.584,-1.657,12.772,0.027,1966-2023
Y,,Y,Y,,1420,S16,Northern Shoveler,Southern Rockies/Colorado Plateau,Dh,22,-0.486,-5.227,2.548,0.119,1968-2023
Y,,,Y,,1420,S17,Northern Shoveler,Badlands and Prairies,Dh,77,0.489,-2.664,2.905,0.396,1967-2023
Y,,Y,Y,,1420,S18,Northern Shoveler,Shortgrass Prairie,Dh,53,1.264,-2.304,4.834,0.145,1967-2023
Y,,Y,Y,,1420,S19,Northern Shoveler,Central Mixed Grass Prairie,Dh,24,-1.614,-5.367,1.345,0.141,1967-2023
R,,Y,R,,1420,S23,Northern Shoveler,Prairie Hardwood Transition,Dh,18,0.074,-3.469,3.389,0.024,1966-2023
R,Y,Y,R,,1420,S32,Northern Shoveler,Coastal California,Dh,11,-1.9,-7.212,2.231,0.009,1968-2023
R,R,R,R,,1420,S36,Northern Shoveler,Tamaulipan Brushlands,Dh,4,-0.331,-7.651,5.236,0.013,1967-2023
Y,,Y,Y,,1420,AK,Northern Shoveler,Alaska,Dh,32,-0.79,-6.144,3.723,0.696,1968-2023
,,,,,1420,ALB,Northern Shoveler,Alberta,Dh,131,-0.985,-2.81,0.705,4.388,1969-2023
R,,Y,R,,1420,BC,Northern Shoveler,British Columbia,Dh,23,0.062,-3.581,3.576,0.075,1968-2023
Y,,Y,Y,,1420,CAL,Northern Shoveler,California,Dh,23,-0.548,-3.859,2.574,0.122,1968-2023
Y,,,Y,,1420,COL,Northern Shoveler,Colorado,Dh,35,1.43,-1.516,4.414,0.11,1968-2023
R,R,R,R,,1420,IA,Northern Shoveler,Iowa,Dh,3,-1.14,-9.26,4.383,0.052,1967-2023
Y,,Y,Y,,1420,IDA,Northern Shoveler,Idaho,Dh,19,-0.506,-5.681,3.225,0.117,1968-2023
R,Y,Y,R,,1420,KAN,Northern Shoveler,Kansas,Dh,11,-0.761,-5.404,3.827,0.022,1967-2023
,,,,,1420,MAN,Northern Shoveler,Manitoba,Dh,56,1.383,-1.335,3.945,2.511,1967-2023
R,,Y,R,,1420,MIN,Northern Shoveler,Minnesota,Dh,26,-1.123,-4.446,2.022,0.069,1967-2023
Y,,,Y,,1420,MON,Northern Shoveler,Montana,Dh,61,1.601,-1.252,4.415,0.541,1968-2023
R,R,R,R,,1420,NB,Northern Shoveler,New Brunswick,Dh,3,3.584,-1.657,12.772,0.027,1966-2023
,,,,1,1420,ND,Northern Shoveler,North Dakota,Dh,48,2.851,0.848,4.817,9.87,1967-2023
Y,,Y,Y,,1420,NEB,Northern Shoveler,Nebraska,Dh,24,-1.398,-5.231,1.819,0.226,1967-2023
R,Y,R,Y,,1420,NEV,Northern Shoveler,Nevada,Dh,9,4.227,-0.908,12.247,0.241,1968-2023
R,Y,Y,R,,1420,NM,Northern Shoveler,New Mexico,Dh,8,-1.939,-6.697,2.164,0.032,1968-2023
R,R,R,R,,1420,OKL,Northern Shoveler,Oklahoma,Dh,4,0.337,-4.333,6.494,0.065,1969-2023
R,R,R,R,,1420,ONT,Northern Shoveler,Ontario,Dh,3,2.019,-3.89,12.217,0.004,1967-2023
Y,,Y,Y,,1420,ORE,Northern Shoveler,Oregon,Dh,25,-0.17,-3.194,3.623,0.192,1968-2023
R,Y,R,R,,1420,QUE,Northern Shoveler,Quebec,Dh,6,0.458,-6.72,6.821,0.006,1966-2023
,,,,,1420,SAS,Northern Shoveler,Saskatchewan,Dh,98,1.035,-0.952,3.133,13.142,1968-2023
,,,,,1420,SD,Northern Shoveler,South Dakota,Dh,41,-0.029,-2.691,2.731,2.577,1967-2023
R,,R,Y,,1420,TEX,Northern Shoveler,Texas,Dh,16,1.501,-3.258,8.208,0.176,1967-2023
Y,Y,Y,Y,,1420,UT,Northern Shoveler,Utah,Dh,13,0.665,-4.27,5.086,0.223,1968-2023
R,,Y,R,,1420,WAS,Northern Shoveler,Washington,Dh,22,0.379,-4.201,4.347,0.09,1968-2023
R,Y,Y,R,,1420,WIS,Northern Shoveler,Wisconsin,Dh,12,-0.062,-3.914,4.087,0.012,1966-2023
Y,,Y,Y,,1420,WYO,Northern Shoveler,Wyoming,Dh,44,0.308,-2.861,3.347,0.109,1968-2023
,,,,,1420,CA1,Northern Shoveler,Canada (core),Dh,320,0.259,-1.707,2.026,4.36,1966-2023
Y,,,Y,,1420,US1,Northern Shoveler,United States (core),Dh,444,1.359,-1.086,2.832,0.831,1966-2023
,,,,,1420,SU1,Northern Shoveler,Survey-wide (core),Dh,764,0.521,-1.291,1.876,2.128,1966-2023
R,R,R,R,,1350,A04,Gadwall,Northwestern Interior Forest (core),Dh,3,-2.189,-12.363,4.234,0.013,1968-2023
R,Y,Y,R,,1350,A05,Gadwall,Northern Pacific Rainforest (core),Dh,12,2.408,-0.994,6.02,0.074,1968-2023
Y,,,Y,,1350,A06,Gadwall,Boreal Taiga Plains (core),Dh,54,0.881,-1.259,3.166,0.834,1968-2023
,,,,,1350,S09,Gadwall,Great Basin,Dh,113,-0.07,-1.666,1.369,1.818,1968-2023
Y,,,Y,1,1350,S10,Gadwall,Northern Rockies,Dh,84,2.341,0.317,4.337,0.279,1968-2023
,,,,1,1350,S11,Gadwall,Prairie Potholes,Dh,291,1.522,0.599,2.436,16.721,1967-2023
R,Y,Y,R,,1350,S12,Gadwall,Boreal Hardwood Transition,Dh,11,0.649,-3.808,5.021,0.022,1966-2023
R,Y,Y,R,,1350,S13,Gadwall,Lower Great Lakes/St. Lawrence Plain,Dh,9,2.73,-1.582,6.86,0.062,1966-2023
R,Y,Y,R,1,1350,S14,Gadwall,Atlantic Northern Forest,Dh,8,5.151,1.137,11.125,0.091,1966-2023
R,Y,R,R,,1350,S15,Gadwall,Sierra Nevada,Dh,5,-0.155,-5.376,5.118,0.034,1968-2023
Y,,Y,Y,,1350,S16,Gadwall,Southern Rockies/Colorado Plateau,Dh,64,0.594,-3.391,3.515,0.832,1968-2023
,,,,1,1350,S17,Gadwall,Badlands and Prairies,Dh,81,2.164,0.601,3.802,1.795,1967-2023
Y,,,Y,,1350,S18,Gadwall,Shortgrass Prairie,Dh,32,-1.463,-4.163,1.011,0.148,1967-2023
Y,,Y,Y,2,1350,S19,Gadwall,Central Mixed Grass Prairie,Dh,16,-3.714,-7.239,-0.614,0.257,1967-2023
R,Y,R,R,,1350,S23,Gadwall,Prairie Hardwood Transition,Dh,7,-0.764,-6.875,3.819,0.018,1966-2023
Y,Y,Y,Y,,1350,S30,Gadwall,New England/mid-Atlantic Coast,Dh,6,-0.574,-4.596,3.976,0.152,1966-2023
Y,,Y,Y,,1350,S32,Gadwall,Coastal California,Dh,28,2.814,-1.17,8.12,0.469,1968-2023
R,R,R,R,,1350,AK,Gadwall,Alaska,Dh,3,-2.189,-12.363,4.234,0.013,1968-2023
,,,,,1350,ALB,Gadwall,Alberta,Dh,123,0.68,-0.764,2.062,3.389,1969-2023
Y,,Y,Y,1,1350,BC,Gadwall,British Columbia,Dh,14,4.278,0.514,8.598,0.175,1968-2023
,,,,1,1350,CAL,Gadwall,California,Dh,52,2.729,0.598,4.979,1.063,1968-2023
Y,,,Y,,1350,COL,Gadwall,Colorado,Dh,62,0.153,-2.064,2.219,0.474,1968-2023
R,R,R,R,,1350,DEL,Gadwall,Delaware,Dh,3,-0.968,-6.264,4.577,0.038,1966-2023
Y,,,Y,,1350,IDA,Gadwall,Idaho,Dh,25,0.027,-2.701,2.814,0.605,1968-2023
R,Y,R,R,2,1350,KAN,Gadwall,Kansas,Dh,5,-7.138,-14,-1.36,0.003,1967-2023
,,,,1,1350,MAN,Gadwall,Manitoba,Dh,45,2.776,0.532,5.088,1.987,1967-2023
R,R,R,R,,1350,MIC,Gadwall,Michigan,Dh,3,0.463,-5.39,6.986,0.024,1966-2023
Y,,Y,Y,,1350,MIN,Gadwall,Minnesota,Dh,16,-0.833,-4.374,2.776,0.146,1967-2023
,,,,,1350,MON,Gadwall,Montana,Dh,68,1.572,-0.866,3.986,1.507,1968-2023
R,Y,R,R,,1350,NB,Gadwall,New Brunswick,Dh,5,3.602,-1.384,12.264,0.024,1966-2023
,,,,,1350,ND,Gadwall,North Dakota,Dh,49,1.222,-0.203,2.714,25.501,1967-2023
Y,Y,Y,Y,2,1350,NEB,Gadwall,Nebraska,Dh,11,-3.561,-7.244,-0.154,0.489,1967-2023
Y,,Y,,,1350,NEV,Gadwall,Nevada,Dh,18,0.269,-2.665,3.405,1.204,1968-2023
Y,Y,Y,Y,,1350,NM,Gadwall,New Mexico,Dh,9,0.065,-4.857,4.83,0.679,1968-2023
R,R,R,Y,,1350,NY,Gadwall,New York,Dh,3,-0.514,-5.11,4.949,0.238,1966-2023
R,Y,Y,R,,1350,ONT,Gadwall,Ontario,Dh,9,2.647,-1.351,7.86,0.018,1967-2023
,,,,,1350,ORE,Gadwall,Oregon,Dh,33,-2.109,-4.433,0.224,1.213,1968-2023
R,R,R,Y,1,1350,PEI,Gadwall,Prince Edward Island,Dh,3,7.047,1.591,15.33,0.762,1966-2023
R,Y,R,Y,,1350,QUE,Gadwall,Quebec,Dh,5,2.28,-3.321,7.814,0.128,1966-2023
,,,,1,1350,SAS,Gadwall,Saskatchewan,Dh,94,2.549,1.091,4.048,12.682,1968-2023
,,,,,1350,SD,Gadwall,South Dakota,Dh,43,0.905,-0.734,2.615,9.164,1967-2023
R,Y,Y,R,,1350,TEX,Gadwall,Texas,Dh,8,-0.259,-4.744,4.414,0.095,1967-2023
,,,,,1350,UT,Gadwall,Utah,Dh,28,1.43,-1.33,4.338,1.646,1968-2023
Y,,Y,Y,,1350,WAS,Gadwall,Washington,Dh,24,3.12,0,6.797,0.647,1968-2023
R,R,Y,R,,1350,WIS,Gadwall,Wisconsin,Dh,4,0.164,-4.691,5.177,0.007,1966-2023
Y,,,Y,,1350,WYO,Gadwall,Wyoming,Dh,59,0.664,-1.474,2.835,0.74,1968-2023
,,,,1,1350,CA1,Gadwall,Canada (core),Dh,298,1.872,0.618,3.11,3.851,1966-2023
,,,,,1350,US1,Gadwall,United States (core),Dh,523,0.682,-0.403,1.572,2.625,1966-2023
,,,,1,1350,SU1,Gadwall,Survey-wide (core),Dh,821,1.192,0.325,1.953,3.097,1966-2023
Y,,Y,,,1370,A04,American Wigeon,Northwestern Interior Forest (core),Dh,39,0.947,-1.998,4.578,3.246,1968-2023
Y,,,Y,2,1370,A06,American Wigeon,Boreal Taiga Plains (core),Dh,81,-2.523,-4.89,-0.546,0.681,1968-2023
R,Y,Y,R,,1370,S08,American Wigeon,Boreal Softwood Shield,Dh,7,1.14,-2.657,5.1,0.053,1969-2023
Y,,,Y,,1370,S09,American Wigeon,Great Basin,Dh,82,-0.807,-2.576,0.86,0.201,1968-2023
Y,,,Y,,1370,S10,American Wigeon,Northern Rockies,Dh,86,0.87,-0.852,2.656,0.391,1968-2023
,,,,2,1370,S11,American Wigeon,Prairie Potholes,Dh,253,-2.081,-3.307,-0.877,2.911,1967-2023
R,Y,Y,R,,1370,S12,American Wigeon,Boreal Hardwood Transition,Dh,6,-0.493,-4.286,3.145,0.018,1967-2023
Y,,,Y,,1370,S14,American Wigeon,Atlantic Northern Forest,Dh,29,1.777,-0.484,3.808,0.282,1966-2023
Y,,Y,Y,,1370,S16,American Wigeon,Southern Rockies/Colorado Plateau,Dh,25,0.17,-2.856,3.178,0.273,1968-2023
Y,,,Y,,1370,S17,American Wigeon,Badlands and Prairies,Dh,72,0.399,-1.136,1.982,0.662,1967-2023
R,Y,Y,R,,1370,S18,American Wigeon,Shortgrass Prairie,Dh,10,0.449,-3.473,4.708,0.057,1968-2023
R,R,Y,R,,1370,S19,American Wigeon,Central Mixed Grass Prairie,Dh,4,-0.237,-4.394,3.758,0.018,1967-2023
,,,,,1370,AK,American Wigeon,Alaska,Dh,65,0.065,-2.49,2.423,2.059,1968-2023
,,,,2,1370,ALB,American Wigeon,Alberta,Dh,136,-1.76,-3.212,-0.351,1.497,1969-2023
Y,,,Y,,1370,BC,American Wigeon,British Columbia,Dh,30,1.511,-0.962,3.909,0.365,1968-2023
Y,Y,Y,Y,,1370,CAL,American Wigeon,California,Dh,13,-0.714,-3.919,2.529,0.287,1968-2023
Y,,Y,Y,,1370,COL,American Wigeon,Colorado,Dh,24,0.056,-3.096,3.232,0.196,1968-2023
Y,,,Y,,1370,IDA,American Wigeon,Idaho,Dh,23,0.669,-1.785,3.383,0.298,1968-2023
Y,,,Y,,1370,MAN,American Wigeon,Manitoba,Dh,36,-1.715,-3.983,0.429,0.163,1967-2023
R,Y,Y,R,,1370,MIN,American Wigeon,Minnesota,Dh,6,-2.011,-6.355,1.699,0.019,1967-2023
Y,,,Y,,1370,MON,American Wigeon,Montana,Dh,58,0.445,-1.433,2.181,0.935,1968-2023
Y,Y,,Y,,1370,NB,American Wigeon,New Brunswick,Dh,13,2.063,-0.492,4.779,0.507,1966-2023
,,,,,1370,ND,American Wigeon,North Dakota,Dh,41,-1.535,-3.414,0.233,1.805,1967-2023
R,R,Y,R,,1370,NEB,American Wigeon,Nebraska,Dh,4,-0.237,-4.394,3.758,0.018,1967-2023
R,Y,Y,R,,1370,NEV,American Wigeon,Nevada,Dh,9,-1.542,-5.322,2.49,0.071,1968-2023
Y,Y,Y,Y,,1370,NS,American Wigeon,Nova Scotia,Dh,8,2.444,-1.157,6.542,0.113,1966-2023
R,Y,Y,R,,1370,ONT,American Wigeon,Ontario,Dh,7,2.076,-1.316,5.939,0.038,1968-2023
Y,,Y,Y,2,1370,ORE,American Wigeon,Oregon,Dh,17,-4.332,-7.767,-1.205,0.16,1968-2023
R,R,Y,Y,,1370,PEI,American Wigeon,Prince Edward Island,Dh,3,1.9,-2.274,6.234,0.59,1966-2023
R,Y,R,Y,,1370,QUE,American Wigeon,Quebec,Dh,5,0.911,-3.634,6.472,0.109,1967-2023
,,,,2,1370,SAS,American Wigeon,Saskatchewan,Dh,98,-2.748,-4.381,-1.172,3.33,1968-2023
Y,,,Y,,1370,SD,American Wigeon,South Dakota,Dh,29,0.183,-1.977,2.338,0.378,1967-2023
Y,,Y,Y,,1370,UT,American Wigeon,Utah,Dh,14,0.643,-3.014,4.335,0.17,1968-2023
Y,,Y,Y,,1370,WAS,American Wigeon,Washington,Dh,18,0.804,-2.071,4.012,0.124,1968-2023
